sbi_stage,ucf_stage,xception_stage,sbi_upper_threshold,sbi_lower_threshold,ucf_upper_threshold,ucf_lower_threshold,xception_upper_threshold,xception_lower_threshold,Inference Time (ms),FAR Limit,FAR,FRR
-1,-1,1,-1,-1,-1,-1,0.3,0.3,106.22,0.105,0.0946,0.665227
-1,-1,1,-1,-1,-1,-1,0.3,0.3,106.22,0.110,0.0946,0.665227
-1,-1,1,-1,-1,-1,-1,0.3,0.3,106.22,0.115,0.0946,0.665227
-1,-1,1,-1,-1,-1,-1,0.3,0.3,106.22,0.120,0.0946,0.665227
-1,-1,1,-1,-1,-1,-1,0.3,0.3,106.22,0.125,0.0946,0.665227
-1,-1,1,-1,-1,-1,-1,0.3,0.3,106.22,0.130,0.0946,0.665227
-1,-1,1,-1,-1,-1,-1,0.3,0.3,106.22,0.135,0.0946,0.665227
-1,-1,1,-1,-1,-1,-1,0.3,0.3,106.22,0.140,0.0946,0.665227
-1,-1,1,-1,-1,-1,-1,0.35,0.35,106.22,0.145,0.141063,0.587473
-1,-1,1,-1,-1,-1,-1,0.35,0.35,106.22,0.150,0.141063,0.587473
-1,-1,1,-1,-1,-1,-1,0.35,0.35,106.22,0.155,0.141063,0.587473
-1,-1,1,-1,-1,-1,-1,0.35,0.35,106.22,0.160,0.141063,0.587473
-1,-1,1,-1,-1,-1,-1,0.35,0.35,106.22,0.165,0.141063,0.587473
-1,-1,1,-1,-1,-1,-1,0.35,0.35,106.22,0.170,0.141063,0.587473
-1,-1,1,-1,-1,-1,-1,0.35,0.35,106.22,0.175,0.141063,0.587473
-1,-1,1,-1,-1,-1,-1,0.35,0.35,106.22,0.180,0.141063,0.587473
-1,-1,1,-1,-1,-1,-1,0.35,0.35,106.22,0.185,0.141063,0.587473
-1,-1,1,-1,-1,-1,-1,0.35,0.35,106.22,0.190,0.141063,0.587473
-1,-1,1,-1,-1,-1,-1,0.35,0.35,106.22,0.195,0.141063,0.587473
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.200,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.205,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.210,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.215,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.220,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.225,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.230,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.235,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.240,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.245,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.250,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.255,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.260,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.265,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.4,0.4,106.22,0.270,0.197154,0.514039
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.275,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.280,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.285,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.290,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.295,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.300,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.305,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.310,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.315,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.320,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.325,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.330,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.335,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.340,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.345,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.350,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.355,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.360,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.365,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.370,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.375,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.380,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.385,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.390,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.395,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.400,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.405,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.45,0.45,106.22,0.410,0.270825,0.428942
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.415,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.420,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.425,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.430,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.435,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.440,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.445,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.450,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.455,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.460,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.465,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.470,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.475,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.480,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.485,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.490,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.5,0.5,106.22,0.495,0.412306,0.301512
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.500,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.505,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.510,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.515,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.520,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.525,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.530,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.535,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.540,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.545,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.550,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.555,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.560,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.565,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.570,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.575,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.55,0.55,106.22,0.580,0.496023,0.22203
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.585,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.590,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.595,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.600,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.605,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.610,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.615,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.620,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.625,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.630,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.635,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.640,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.645,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.650,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.6,0.6,106.22,0.655,0.580578,0.156803
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.660,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.665,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.670,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.675,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.680,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.685,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.690,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.695,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.700,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.705,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.710,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.715,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.720,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.725,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.65,0.65,106.22,0.730,0.658016,0.109719
-1,-1,1,-1,-1,-1,-1,0.7,0.7,106.22,0.735,0.732943,0.073002
-1,-1,1,-1,-1,-1,-1,0.7,0.7,106.22,0.740,0.732943,0.073002
-1,-1,1,-1,-1,-1,-1,0.7,0.7,106.22,0.745,0.732943,0.073002
-1,-1,1,-1,-1,-1,-1,0.7,0.7,106.22,0.750,0.732943,0.073002
-1,-1,1,-1,-1,-1,-1,0.7,0.7,106.22,0.755,0.732943,0.073002
-1,-1,1,-1,-1,-1,-1,0.7,0.7,106.22,0.760,0.732943,0.073002
-1,-1,1,-1,-1,-1,-1,0.7,0.7,106.22,0.765,0.732943,0.073002
-1,-1,1,-1,-1,-1,-1,0.7,0.7,106.22,0.770,0.732943,0.073002
-1,-1,1,-1,-1,-1,-1,0.7,0.7,106.22,0.775,0.732943,0.073002
-1,-1,1,-1,-1,-1,-1,0.7,0.7,106.22,0.780,0.732943,0.073002
-1,-1,1,-1,-1,-1,-1,0.7,0.7,106.22,0.785,0.732943,0.073002
-1,-1,1,-1,-1,-1,-1,0.75,0.75,106.22,0.790,0.786522,0.047948
-1,-1,1,-1,-1,-1,-1,0.75,0.75,106.22,0.795,0.786522,0.047948
-1,-1,1,-1,-1,-1,-1,0.75,0.75,106.22,0.800,0.786522,0.047948
-1,-1,1,-1,-1,-1,-1,0.75,0.75,106.22,0.805,0.786522,0.047948
-1,-1,1,-1,-1,-1,-1,0.75,0.75,106.22,0.810,0.786522,0.047948
-1,-1,1,-1,-1,-1,-1,0.75,0.75,106.22,0.815,0.786522,0.047948
-1,-1,1,-1,-1,-1,-1,0.75,0.75,106.22,0.820,0.786522,0.047948
-1,-1,1,-1,-1,-1,-1,0.75,0.75,106.22,0.825,0.786522,0.047948
-1,-1,1,-1,-1,-1,-1,0.75,0.75,106.22,0.830,0.786522,0.047948
-1,-1,1,-1,-1,-1,-1,0.75,0.75,106.22,0.835,0.786522,0.047948
-1,-1,1,-1,-1,-1,-1,0.75,0.75,106.22,0.840,0.786522,0.047948
-1,-1,1,-1,-1,-1,-1,0.8,0.8,106.22,0.845,0.841356,0.021166
-1,-1,1,-1,-1,-1,-1,0.8,0.8,106.22,0.850,0.841356,0.021166
-1,-1,1,-1,-1,-1,-1,0.8,0.8,106.22,0.855,0.841356,0.021166
-1,-1,1,-1,-1,-1,-1,0.8,0.8,106.22,0.860,0.841356,0.021166
-1,-1,1,-1,-1,-1,-1,0.8,0.8,106.22,0.865,0.841356,0.021166
-1,-1,1,-1,-1,-1,-1,0.8,0.8,106.22,0.870,0.841356,0.021166
-1,-1,1,-1,-1,-1,-1,0.8,0.8,106.22,0.875,0.841356,0.021166
-1,-1,1,-1,-1,-1,-1,0.8,0.8,106.22,0.880,0.841356,0.021166
-1,-1,1,-1,-1,-1,-1,0.85,0.85,106.22,0.885,0.880285,0.011231
-1,-1,1,-1,-1,-1,-1,0.85,0.85,106.22,0.890,0.880285,0.011231
-1,-1,1,-1,-1,-1,-1,0.85,0.85,106.22,0.895,0.880285,0.011231
-1,-1,1,-1,-1,-1,-1,0.85,0.85,106.22,0.900,0.880285,0.011231
-1,-1,1,-1,-1,-1,-1,0.85,0.85,106.22,0.905,0.880285,0.011231
-1,-1,1,-1,-1,-1,-1,0.85,0.85,106.22,0.910,0.880285,0.011231
-1,-1,1,-1,-1,-1,-1,0.85,0.85,106.22,0.915,0.880285,0.011231
-1,-1,1,-1,-1,-1,-1,0.85,0.85,106.22,0.920,0.880285,0.011231
-1,-1,1,-1,-1,-1,-1,0.9,0.9,106.22,0.925,0.922562,0.005184
-1,-1,1,-1,-1,-1,-1,0.9,0.9,106.22,0.930,0.922562,0.005184
-1,-1,1,-1,-1,-1,-1,0.9,0.9,106.22,0.935,0.922562,0.005184
-1,-1,1,-1,-1,-1,-1,0.9,0.9,106.22,0.940,0.922562,0.005184
-1,-1,1,-1,-1,-1,-1,0.9,0.9,106.22,0.945,0.922562,0.005184
-1,-1,1,-1,-1,-1,-1,0.9,0.9,106.22,0.950,0.922562,0.005184
-1,-1,1,-1,-1,-1,-1,0.9,0.9,106.22,0.955,0.922562,0.005184
-1,-1,1,-1,-1,-1,-1,0.9,0.9,106.22,0.960,0.922562,0.005184
-1,-1,1,-1,-1,-1,-1,0.95,0.95,106.22,0.965,0.962746,0.001296
-1,-1,1,-1,-1,-1,-1,0.95,0.95,106.22,0.970,0.962746,0.001296
-1,-1,1,-1,-1,-1,-1,0.95,0.95,106.22,0.975,0.962746,0.001296
-1,-1,1,-1,-1,-1,-1,0.95,0.95,106.22,0.980,0.962746,0.001296
-1,-1,1,-1,-1,-1,-1,0.95,0.95,106.22,0.985,0.962746,0.001296
-1,-1,1,-1,-1,-1,-1,0.95,0.95,106.22,0.990,0.962746,0.001296
-1,-1,1,-1,-1,-1,-1,0.95,0.95,106.22,0.995,0.962746,0.001296
-1,-1,1,-1,-1,-1,-1,1.0,1.0,106.22,1.000,1.0,0.0
